"","PairLabel","Day","MinSec","MeanSec","Standardized","Seal.ID","Location","Version","Phase","AGE","Deployment","Seal.Number","SWS","REM","Days.Elapsed"
"631",634,0,81382,81452,9.13308792394425,"test34_IndolentIzzy","LAND","V3","LAND02","(1,2]","12","21",33.13289796,3.627787035,0.942731481481481
"632",635,1,92595,92721.5,5.40228348389348,"test34_IndolentIzzy","LAND","V3","LAND03","(1,2]","12","21",43.4100484,8.035499901,1.07316550925926
"633",636,1,104385,104637.5,13.7867697355854,"test34_IndolentIzzy","LAND","V3","LAND04","(1,2]","12","21",46.33940606,3.36115036,1.21108217592593
"634",637,1,105520,106012,12.807712601945,"test34_IndolentIzzy","LAND","V3","LAND04","(1,2]","12","21",37.60188901,2.935878574,1.22699074074074
"635",638,1,108042,108118,4.44603390368537,"test34_IndolentIzzy","LAND","V3","LAND04","(1,2]","12","21",23.05880063,5.186375347,1.25136574074074
"636",639,1,138548,139251,24.7495743134988,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",166.5621698,6.729900389,1.61170138888889
"637",640,1,144995,145329.5,4.77474767565116,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",79.51357252,16.65293706,1.68205439814815
"638",641,1,148078,148190,20.523863994544,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",128.4177436,6.256996423,1.71516203703704
"639",642,1,148878,149025,34.7011861121609,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",205.366079,5.918128514,1.72482638888889
"640",643,1,149654,150051,22.4737811194362,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",177.9142214,7.916523724,1.73670138888889
"641",644,1,151036,151180,7.44374403112824,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",149.3621854,20.06546501,1.74976851851852
"642",645,1,151840,151979,23.6900350258259,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",249.1178578,10.51572349,1.7590162037037
"643",646,1,152926,153262,26.4870269833001,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",167.3258608,6.317276035,1.77386574074074
"644",647,1,154104,154635,23.6493040847796,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",111.1286484,4.699024039,1.78975694444444
"645",648,1,155920,156341,27.9289912237147,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",172.5070695,6.176630875,1.80950231481481
"646",649,1,165810,166749,1.11669149057052,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",79.33724759,71.04670203,1.92996527777778
"647",650,1,168706,169131,2.62499968792404,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",108.906764,41.48829598,1.95753472222222
"648",651,1,170770,171683,3.42551977435316,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",92.23043635,26.92450852,1.98707175925926
"649",652,2,172962,173530,1.38976446018085,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",53.57571892,38.55021513,2.00844907407407
"650",653,2,175022,175601,2.98350728159369,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",150.7374457,50.52357225,2.03241898148148
"651",654,2,176912,177460.5,1.73630704286708,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",67.305271,38.76346138,2.05394097222222
"652",655,2,178995,180345,38.1429574909789,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",108.6437866,2.848331481,2.08732638888889
"653",656,2,182610,182971,10.9774595953895,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",93.98998246,8.562088673,2.11771990740741
"654",657,2,186439,186798.5,4.38462302145876,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",27.51088172,6.274400692,2.16201967592593
"655",658,2,189173,189472.5,9.6866748761399,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",28.32711001,2.924337853,2.19296875
"656",659,2,190787,191223,16.4132768230325,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",50.04319017,3.048945723,2.21322916666667
"657",660,2,192627,193071,18.7901968155155,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",55.62182228,2.960151127,2.23461805555556
"658",661,2,195067,195271.5,13.5526100823477,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",41.21010171,3.040750192,2.26008680555556
"659",662,2,196358,197685,7.41355638611168,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",38.56994357,5.202623621,2.28802083333333
"660",663,2,204601,204839,1.5074121730029,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",40.49186557,26.86184064,2.37082175925926
"661",664,2,205800,205935,2.20088199883671,"test34_IndolentIzzy","LAND","V3","LAND05","(1,2]","12","21",76.16333382,34.60582342,2.38350694444444
"662",665,2,232082,232415,15.4688648302885,"test34_IndolentIzzy","LAND","V3","LAND06","(1,2]","12","21",150.8634029,9.752713244,2.68998842592593
"663",666,2,233485,233907.5,40.4716769597518,"test34_IndolentIzzy","LAND","V3","LAND06","(1,2]","12","21",140.527073,3.472232523,2.70726273148148
"664",667,2,235092,235307.5,8.22271729848262,"test34_IndolentIzzy","LAND","V3","LAND06","(1,2]","12","21",133.8800223,16.28172506,2.72346643518519
"665",668,2,237194,237364.5,6.51252221325041,"test34_IndolentIzzy","LAND","V3","LAND06","(1,2]","12","21",65.35646812,10.0355079,2.74727430555556
"666",669,2,239421,239506,2.76742789315734,"test34_IndolentIzzy","LAND","V3","LAND06","(1,2]","12","21",43.20196391,15.61087247,2.77206018518519
"667",670,2,257360,257703,9.84866248527466,"test34_IndolentIzzy","LAND","V3","LAND06","(1,2]","12","21",53.70693612,5.453221308,2.98267361111111
"668",671,3,259738,259843,9.30852827920077,"test34_IndolentIzzy","LAND","V3","LAND06","(1,2]","12","21",31.29134678,3.361578312,3.00744212962963
"669",672,3,261782,261842,12.0533775162656,"test34_IndolentIzzy","LAND","V3","LAND06","(1,2]","12","21",66.34878657,5.504580478,3.0305787037037
"670",673,3,270039,270441.5,11.2177250414835,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",98.57765158,8.787668731,3.1301099537037
"671",674,3,271832,271935,9.11238683710769,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",54.99850737,6.035576447,3.14739583333333
"672",675,3,273331,273400.5,2.65940023962255,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",39.745813,14.94540476,3.16435763888889
"673",676,3,273966,274457,5.33143079481358,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",56.83846826,10.66101586,3.17658564814815
"674",677,3,276137,276213,6.44599191776904,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",42.06005978,6.524994185,3.19690972222222
"675",678,3,276724,276990.5,10.2211667994663,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",94.39235879,9.234988592,3.20590856481481
"676",679,3,278352,278949,9.52244669900241,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",64.30487814,6.752978533,3.22857638888889
"677",680,3,280370,280641.5,10.3088696839273,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",66.48585861,6.449383943,3.24816550925926
"678",681,3,281577,281944.5,3.82770212146448,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",71.95469378,18.79840476,3.26324652777778
"679",682,3,286849,289816,5.19376098478228,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",44.94228054,8.653128373,3.35435185185185
"680",683,3,294792,294843,8.23435612593983,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",103.0047224,12.50914107,3.41253472222222
"681",684,3,296002,296158,9.05891579907249,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",82.79261191,9.139351082,3.42775462962963
"682",685,3,300069,301417,7.71440536911266,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",138.1833687,17.91238107,3.48862268518519
"683",686,3,303245,303639,13.7365588141113,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",145.0523784,10.55958631,3.51434027777778
"684",687,3,304739,304784.5,4.15907760960156,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",117.3022191,28.20390243,3.52759837962963
"685",688,3,309067,309154.5,9.31658178486349,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",143.4294688,15.3950743,3.57817708333333
"686",689,3,309924,309975.5,8.91642470975235,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",148.32181,16.63467307,3.58767939814815
"687",690,3,310582,310725.5,5.14499541370329,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",78.41280177,15.24059702,3.5963599537037
"688",691,3,314331,314419.5,2.69618086582686,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",34.26538408,12.7088596,3.63911458333333
"689",692,3,315174,315571.5,6.88328904885068,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",63.57037153,9.235464482,3.65244791666667
"690",693,3,316576,316688,2.7449335813897,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",31.60999321,11.51575886,3.66537037037037
"691",694,3,324493,324576,2.8637202548204,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",42.67276763,14.90116486,3.75666666666667
"692",695,3,335070,335172.5,3.33964663424504,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",41.58134091,12.45082054,3.87931134259259
"693",696,3,336102,336193.5,2.70291040849123,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",68.50370667,25.34442372,3.89112847222222
"694",697,3,338481,338871,3.99599339361649,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",62.65455528,15.67934406,3.92211805555556
"695",698,3,342162,342629,15.2043141463359,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",67.58401353,4.44505506,3.96561342592593
"696",699,3,343936,344024.5,3.63282777238293,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",65.64030886,18.06865422,3.9817650462963
"697",701,4,352295,352709,23.0607237103308,"test34_IndolentIzzy","LAND","V3","LAND07","(1,2]","12","21",75.34868911,3.267403489,4.08228009259259
"698",702,4,377935,378253,13.5316084509775,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",218.103183,16.11805306,4.37792824074074
"699",703,4,384092,384462.5,3.39842444873091,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",128.318429,37.75821147,4.4497974537037
"700",704,4,385870,386101,9.82923569068999,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",128.1446321,13.03709018,4.46876157407407
"701",705,4,388366,388764,2.66552447216343,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",85.10636801,31.92856374,4.49958333333333
"702",706,4,393259,393575.5,8.31505264654602,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",127.272686,15.30629948,4.55527199074074
"703",707,4,394512,395620,3.32411234229389,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",72.81436048,21.90490362,4.57893518518518
"704",708,4,397617,398035.5,8.67102185954029,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",114.0509091,13.15311055,4.60689236111111
"705",709,4,404298,404400.5,10.1299065396189,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",142.0159415,14.01947204,4.68056134259259
"706",710,4,405545,405763.5,7.66980502242771,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",100.3470771,13.08339349,4.69633680555556
"707",711,4,412835,413190.5,3.12579834888792,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",74.47942424,23.82732855,4.7822974537037
"708",712,4,414257,414590.5,4.56522658766867,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",113.1041729,24.77514987,4.79850115740741
"709",713,4,415689,416377.5,17.6165036302812,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",292.5394197,16.6059864,4.81918402777778
"710",714,4,423165,423261,2.06262132189249,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",47.37259742,22.96718109,4.89885416666667
"711",715,4,425327,425404.5,9.4202739514625,"test34_IndolentIzzy","LAND","V3","LAND08","(1,2]","12","21",70.82710991,7.518582822,4.92366319444444
